,property_type,society,sector,price_in_lacs,price_per_sqft_inrs,builtup,bedRoom,bathroom,balcony,floorNum,agePossession,furnish_type,servant_room,study room,pooja room,store_room,others,luxury_score,coordinates,latitude,longitude
281,house,huda ashok vihar phase,sector 4,70.0,10233.0,684.0,3,2,1,2.0,New Property,0.0,0,1,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
282,house,independent,sector 24,145.0,26852.0,60.0,3,3,1,2.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4939° N, 77.1038° E",28.4939,77.1038
283,house,independent,sector 41,700.0,28283.0,2474.8,7,7,3+,3.0,Moderately Old,0.0,1,1,1,1,0,61.0,"28.4557° N, 77.0632° E",28.4557,77.0632
284,house,independent,sector 7,90.0,10000.0,100.0,2,4,3,3.0,Old Property,0.0,1,0,0,0,1,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
285,house,independent,sector 24,275.0,7666.0,3000.0,7,7,3+,3.0,Moderately Old,0.0,0,0,0,0,1,31.0,"28.4939° N, 77.1038° E",28.4939,77.1038
286,house,independent,sector 6,50.0,8333.0,600.0,3,3,2,2.0,Moderately Old,0.0,0,0,1,0,0,39.0,"28.4745° N, 77.0262° E",28.4745,77.0262
287,house,independent,sector 105,60.0,13333.0,450.0,3,3,0,3.0,Moderately Old,2.0,0,0,0,0,0,99.0,"28.4952° N, 77.0114° E",28.4952,77.0114
288,house,independent,sector 105,35.0,7778.0,555.0,2,2,1,2.0,Moderately Old,0.0,0,0,0,0,0,29.0,"28.4952° N, 77.0114° E",28.4952,77.0114
289,house,dlf city plots,sector 26,400.0,40775.0,979.16,2,3,2,2.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
290,house,not applicable,sector 11,220.00000000000003,12222.0,1800.0,4,3,2,1.0,Old Property,0.0,0,1,1,0,0,9.0,"28.4531° N, 77.0202° E",28.4531,77.0202
291,house,independent,sector 7,800.0,22222.0,3593.84,4,5,3+,1.0,Old Property,0.0,1,1,1,0,0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
292,house,independent,sector 12,70.0,4117.0,1700.0,4,4,1,2.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
293,house,independent,sector 11,95.0,7308.0,1300.0,5,3,0,1.0,Relatively New,1.0,0,0,0,0,0,107.0,"28.4531° N, 77.0202° E",28.4531,77.0202
294,house,housing board colony,sector 28,350.0,25926.0,1345.0,2,6,3,3.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
295,house,independent,sector 26,600.0,33333.0,1796.92,3,5,3+,3.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
296,house,independent,sector 12,90.0,13333.0,675.0,2,4,0,2.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
297,house,independent,sector 2,500.0,15384.0,3611.0,6,6,2,1.0,Moderately Old,0.0,0,0,0,0,0,53.0,"28.5095° N, 77.0320° E",28.5095,77.032
298,house,independent,sector 3,150.0,10288.0,210.0,3,3,0,2.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
299,house,independent,sector 7,115.0,8518.0,150.0,5,3,2,2.0,Old Property,0.0,0,0,1,0,0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
300,house,independent,sector 21,160.0,11852.0,120.0,5,5,2,3.0,Relatively New,1.0,0,0,0,0,0,77.0,"28.5134° N, 77.0723° E",28.5134,77.0723
301,house,independent,sector 26,700.0,39265.0,1786.16,5,5,2,3.0,Relatively New,0.0,1,0,0,0,0,7.0,"28.4757° N, 77.1032° E",28.4757,77.1032
302,house,independent,sector 9,50.0,6083.0,822.0,3,2,1,1.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
303,house,independent,sector 21,45.0,8411.0,594.0,3,2,1,1.0,Old Property,0.0,0,0,0,0,0,0.0,"28.5134° N, 77.0723° E",28.5134,77.0723
304,house,independent,sector 4,412.0,8889.0,4637.56,2,1,3+,2.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
305,house,bhawani enclave,sector 12,42.0,8235.0,567.0,3,3,0,2.0,New Property,0.0,0,0,1,0,0,49.0,"28.4723° N, 77.0320° E",28.4723,77.032
306,house,independent,sector 105,120.0,13333.0,900.0,4,4,1,2.0,Moderately Old,0.0,0,0,0,0,1,7.0,"28.4952° N, 77.0114° E",28.4952,77.0114
307,house,independent,sector 105,135.0,3857.0,3500.0,5,3,3,3.0,Moderately Old,2.0,0,0,0,0,0,0.0,"28.4952° N, 77.0114° E",28.4952,77.0114
308,house,independent,sector 57,470.0,21759.0,2162.76,3,3,2,2.0,Old Property,0.0,1,0,0,0,1,0.0,"28.4232° N, 77.0752° E",28.4232,77.0752
309,house,independent,sector 9,22.0,7407.0,37.0,2,2,2,1.0,Moderately Old,1.0,0,0,0,0,0,15.0,"28.4603° N, 77.0000° E",28.4603,77.0
310,house,project mianwali colony,sector 12,170.0,9444.0,2000.0,1,1,2,1.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
311,house,independent,sector 2,600.0,20000.0,2991.28,4,4,1,2.0,Relatively New,0.0,0,0,0,0,0,16.0,"28.5095° N, 77.0320° E",28.5095,77.032
312,house,project housing board colony,sector 28,258.0,17695.0,1301.96,4,2,2,2.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
313,house,independent,sector 21,60.0,6173.0,108.0,3,3,2,3.0,Old Property,0.0,0,0,0,0,0,0.0,"28.5134° N, 77.0723° E",28.5134,77.0723
314,house,independent,sector 7,116.0,11693.0,1102.0,2,4,2,3.0,Moderately Old,0.0,0,0,0,0,1,14.0,"28.4644° N, 77.0143° E",28.4644,77.0143
315,house,independent,sector 25,1600.0,26667.0,6000.0,6,5,2,3.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
316,house,independent,sector 43,1400.0,39886.0,3507.76,9,9,3+,4.0,Moderately Old,1.0,1,0,0,0,0,111.0,"28.4629° N, 77.0772° E",28.4629,77.0772
317,house,independent,sector 50,1320.0,27155.0,4861.0,6,6,0,2.0,Moderately Old,2.0,0,0,0,0,0,106.0,"28.4178° N, 77.0628° E",28.4178,77.0628
318,house,independent,sector 4,110.0,11111.0,990.0,3,4,1,2.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
319,house,independent,sector 7,53.0,5888.0,900.0,2,2,0,1.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
320,house,independent,sector 7,200.0,11111.0,200.0,2,2,1,2.0,Relatively New,2.0,0,0,0,0,0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
321,house,independent,sector 13,45.0,4808.0,936.0,1,1,0,1.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4757° N, 77.0392° E",28.4757,77.0392
322,house,independent,sector 105,37.0,8222.0,450.0,2,2,1,1.0,Moderately Old,2.0,0,0,0,0,1,69.0,"28.4952° N, 77.0114° E",28.4952,77.0114
323,house,independent,sector 8,62.0,11273.0,550.0,3,1,0,2.0,Relatively New,0.0,0,0,0,0,0,7.0,"28.3738° N, 76.8970° E",28.3738,76.897
324,house,independent,sector 25,800.0,8000.0,11109.0,3,9,2,3.0,New Property,0.0,0,0,0,0,0,12.0,"28.4844° N, 77.0860° E",28.4844,77.086
325,house,independent,sector 4,65.0,11111.0,65.0,4,2,2,2.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
326,house,independent,sector 8,160.0,28674.0,62.0,1,6,1,3.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
327,house,independent,sector 7,95.0,21111.0,450.0,2,1,1,3.0,New Property,2.0,0,0,0,0,0,26.0,"28.4644° N, 77.0143° E",28.4644,77.0143
328,house,independent,sector 6,66.0,10784.0,612.0,3,2,1,2.0,Old Property,0.0,0,0,0,0,0,51.0,"28.4745° N, 77.0262° E",28.4745,77.0262
329,house,independent,sector 4,85.0,7522.0,1130.0,3,3,0,1.0,Moderately Old,0.0,0,0,0,0,0,14.0,"28.4738° N, 77.0107° E",28.4738,77.0107
330,house,independent,sector 7,45.0,5000.0,1000.0,3,2,0,1.0,Old Property,2.0,0,0,0,0,0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
331,house,independent,sector 25,1350.0,19286.0,7000.0,9,9,0,1.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
332,house,independent,sector 2,570.0,22634.0,2431.76,9,9,3+,3.0,Moderately Old,0.0,0,0,1,0,0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
333,house,ansal sushant lok plots,sector 43,330.0,26570.0,1237.4,1,1,0,2.0,Under Construction,0.0,0,0,0,0,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
334,house,independent,sector 7,175.0,11111.0,1575.0,4,2,2,2.0,Old Property,0.0,0,0,0,0,1,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
335,house,independent,sector 4,110.0,6111.0,200.0,4,4,3+,2.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
336,house,independent,sector 17,300.0,11111.0,3000.0,4,4,0,1.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4791° N, 77.0608° E",28.4791,77.0608
337,house,independent,sector 8,82.0,10224.0,891.0,2,4,0,2.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
338,house,independent,sector 105,115.0,3285.0,3888.0,3,2,1,1.0,Moderately Old,1.0,0,0,0,0,0,51.0,"28.4952° N, 77.0114° E",28.4952,77.0114
339,house,independent,sector 43,575.0,23662.0,2431.76,4,4,2,4.0,Under Construction,0.0,1,0,0,1,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
340,house,independent,sector 9,60.0,10753.0,62.0,3,3,1,2.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
341,house,independent,sector 13,450.0,9091.0,4949.599999999999,4,5,2,2.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4757° N, 77.0392° E",28.4757,77.0392
342,house,independent,manesar,200.0,14954.0,1337.0,3,1,0,3.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.3515° N, 76.9428° E",28.3515,76.9428
343,house,housing board colony,sector 28,210.0,23333.0,100.0,2,8,3+,4.0,Moderately Old,2.0,0,0,0,0,1,33.0,"28.4728° N, 77.0865° E",28.4728,77.0865
344,house,unitech espace,sector 50,1150.0,35494.0,3240.0,5,6,0,1.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
345,house,independent,sector 13,90.0,11464.0,785.0,2,4,3,3.0,Moderately Old,0.0,1,1,1,0,1,0.0,"28.4757° N, 77.0392° E",28.4757,77.0392
346,house,not applicable,sector 4,75.0,11718.0,640.0,2,4,3,2.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
347,house,independent,sector 105,130.0,11555.0,1125.0,3,3,1,2.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4952° N, 77.0114° E",28.4952,77.0114
348,house,independent,sector 105,130.0,11556.0,1125.0,3,3,1,1.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4952° N, 77.0114° E",28.4952,77.0114
349,house,independent,sector 9,60.0,10753.0,62.0,2,2,1,1.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
350,house,independent,sector 15,107.0,11888.0,900.0,2,2,1,1.0,Old Property,0.0,1,0,0,0,0,8.0,"28.4621° N, 77.0464° E",28.4621,77.0464
351,house,independent,sector 11,210.0,17284.0,135.0,2,6,3+,3.0,Relatively New,0.0,0,0,0,0,0,9.0,"28.4531° N, 77.0202° E",28.4531,77.0202
352,house,independent,sector 9,35.0,9722.0,40.0,2,2,1,2.0,Old Property,0.0,0,0,0,0,0,62.0,"28.4603° N, 77.0000° E",28.4603,77.0
353,house,ansal celebrity homes,sector 2,520.0,10000.0,5200.0,4,5,2,1.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
354,house,independent,sector 4,40.0,8889.0,50.0,1,1,0,1.0,Moderately Old,2.0,0,0,0,0,0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
355,house,shri shyam residency,sector 104,62.0,12400.0,900.0,3,3,1,2.0,Moderately Old,0.0,0,0,0,0,1,0.0,"28.4788° N, 76.9960° E",28.4788,76.996
356,house,independent,sector 4,50.0,9259.0,540.0,2,3,2,3.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
357,house,independent,sector 4,92.0,15257.0,67.0,1,4,3,4.0,Moderately Old,0.0,0,0,0,0,1,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
358,house,independent,sector 25,1350.0,37313.0,3615.36,5,6,3+,4.0,Old Property,2.0,0,0,0,0,1,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
359,house,mian wali,sector 12,170.0,9444.0,1800.0,1,1,1,1.0,Old Property,0.0,1,0,0,0,0,7.0,"28.4723° N, 77.0320° E",28.4723,77.032
360,house,independent,sector 7,45.0,5000.0,900.0,3,2,1,2.0,Old Property,2.0,0,0,0,0,1,39.0,"28.4644° N, 77.0143° E",28.4644,77.0143
361,house,independent,sector 105,120.0,10122.0,1185.0,3,2,1,2.0,Old Property,2.0,0,0,0,0,0,146.0,"28.4952° N, 77.0114° E",28.4952,77.0114
362,house,independent,sector 15,180.0,10000.0,200.0,4,3,1,1.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4621° N, 77.0464° E",28.4621,77.0464
363,house,palam vihar extension west zone rwa,sector 2,35.0,6481.0,600.0,2,2,0,1.0,New Property,1.0,0,0,0,0,0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
364,house,not applicable,sector 4,40.0,9259.0,432.0,1,1,1,1.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
365,house,row house,sector 105,42.75,9135.0,1050.0,3,3,3,2.0,Relatively New,0.0,0,0,0,0,0,0.0,"28.4952° N, 77.0114° E",28.4952,77.0114
366,house,independent,sector 8,32.0,7111.0,450.0,2,3,1,1.0,Relatively New,0.0,0,0,0,0,0,8.0,"28.3738° N, 76.8970° E",28.3738,76.897
367,house,independent,sector 4,47.0,8012.0,624.0,2,1,1,1.0,Moderately Old,0.0,0,0,0,1,0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
368,house,madan puri,sector 7,75.0,12500.0,600.0,3,5,3,3.0,Moderately Old,0.0,0,0,0,0,0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
369,house,independent,sector 12,135.0,12222.0,2052.0,5,5,1,3.0,Old Property,1.0,0,0,0,0,0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
370,house,independent,sector 6,125.0,11574.0,120.0,2,5,1,2.0,New Property,0.0,0,0,1,0,0,68.0,"28.4745° N, 77.0262° E",28.4745,77.0262
371,house,dlf city plots phase 3,sector 24,144.0,26667.0,60.0,4,2,2,1.0,Old Property,0.0,0,0,0,0,0,15.0,"28.4939° N, 77.1038° E",28.4939,77.1038
372,house,naman residency,sector 4,50.0,11111.0,450.0,2,2,2,2.0,New Property,0.0,1,1,1,0,1,49.0,"28.4738° N, 77.0107° E",28.4738,77.0107
373,house,independent,sector 2,100.0,8230.0,135.0,3,7,3+,3.0,Moderately Old,0.0,0,0,1,0,0,15.0,"28.5095° N, 77.0320° E",28.5095,77.032
374,house,housing board colony,sector 28,550.0,30556.0,1796.92,4,3,3,2.0,Old Property,0.0,0,0,1,0,1,9.0,"28.4728° N, 77.0865° E",28.4728,77.0865
375,house,independent,sector 4,80.0,11852.0,75.0,2,3,1,2.0,Moderately Old,0.0,0,0,0,0,0,37.0,"28.4738° N, 77.0107° E",28.4738,77.0107
376,house,independent,sector 11,90.0,10000.0,900.0,2,4,3+,4.0,Moderately Old,0.0,0,0,0,0,0,23.0,"28.4531° N, 77.0202° E",28.4531,77.0202
377,house,independent,sector 24,325.0,30384.0,1065.24,4,4,3,3.0,Old Property,2.0,0,0,0,0,0,23.0,"28.4939° N, 77.1038° E",28.4939,77.1038
378,house,independent,sector 12,371.0,19818.0,1872.24,3,3,1,4.0,Moderately Old,0.0,0,0,1,0,0,8.0,"28.4723° N, 77.0320° E",28.4723,77.032
379,house,independent,sector 2,40.0,7619.0,583.0,2,2,1,1.0,Relatively New,0.0,0,0,0,0,0,36.0,"28.5095° N, 77.0320° E",28.5095,77.032
380,house,rattan garden,sector 7,130.0,13499.0,963.0,2,3,2,3.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
381,house,unitech escape,sector 50,1200.0,37037.0,3238.76,5,6,3+,3.0,Moderately Old,2.0,0,0,0,0,0,102.0,"28.4178° N, 77.0628° E",28.4178,77.0628
382,house,independent,sector 4,70.0,6648.0,117.0,3,3,0,1.0,Moderately Old,2.0,0,0,0,0,0,153.0,"28.4738° N, 77.0107° E",28.4738,77.0107
383,house,shivaji nagar residential,sector 11,308.0,11407.0,2700.0,6,4,2,1.0,Relatively New,0.0,0,0,0,0,0,153.0,"28.4531° N, 77.0202° E",28.4531,77.0202
384,house,independent,sector 28,145.0,8000.0,1800.0,3,2,1,1.0,Relatively New,0.0,0,0,0,0,0,54.0,"28.4728° N, 77.0865° E",28.4728,77.0865
385,house,independent,sector 12,38.0,4222.0,900.0,3,3,3,3.0,Relatively New,2.0,0,0,0,0,0,112.0,"28.4723° N, 77.0320° E",28.4723,77.032
386,house,independent,sector 47,460.0,26620.0,1732.36,2,6,3+,4.0,Moderately Old,0.0,0,0,0,0,0,33.0,"28.4276° N, 77.0492° E",28.4276,77.0492
387,house,jacob pura,sector 12,35.0,9722.0,360.0,2,1,0,2.0,Old Property,0.0,0,0,0,0,0,66.0,"28.4723° N, 77.0320° E",28.4723,77.032
388,house,independent,sector 17,29.0,3254.0,891.0,2,1,0,0.0,Old Property,0.0,0,0,0,0,0,82.0,"28.4791° N, 77.0608° E",28.4791,77.0608
389,house,"nirmal enclave, maruti kunj road",sector 11,24.0,5333.0,450.0,2,2,0,2.0,Relatively New,2.0,0,0,0,0,0,142.0,"28.4531° N, 77.0202° E",28.4531,77.0202
390,house,ansals palam vihar,sector 2,500.0,12500.0,4000.0,6,4,0,3.0,Moderately Old,0.0,0,0,0,0,0,133.0,"28.5095° N, 77.0320° E",28.5095,77.032
391,house,independent,sector 11,180.0,8078.0,2475.0,8,5,2,1.0,Relatively New,0.0,0,0,0,0,0,38.0,"28.4531° N, 77.0202° E",28.4531,77.0202
392,house,independent,sector 11,44.0,4251.0,128.0,3,2,1,1.0,Relatively New,2.0,0,0,1,0,1,145.0,"28.4531° N, 77.0202° E",28.4531,77.0202
393,house,independent,sector 4,47.5,3519.0,1350.0,3,4,0,3.0,Moderately Old,2.0,0,0,0,0,0,121.0,"28.4738° N, 77.0107° E",28.4738,77.0107
394,house,independent,sector 7,120.0,11194.0,1072.0,2,4,2,3.0,Old Property,2.0,0,0,0,0,0,109.0,"28.4644° N, 77.0143° E",28.4644,77.0143
395,house,independent,sector 105,74.0,7400.0,1000.0,3,3,0,2.0,Moderately Old,1.0,0,0,0,0,0,110.0,"28.4952° N, 77.0114° E",28.4952,77.0114
396,house,independent,sector 7,69.0,9103.0,758.0,1,1,1,2.0,Old Property,2.0,0,0,0,0,0,49.0,"28.4644° N, 77.0143° E",28.4644,77.0143
397,house,independent,sector 25,1300.0,45710.0,2840.64,6,8,3+,2.0,Relatively New,1.0,1,1,1,1,0,110.0,"28.4844° N, 77.0860° E",28.4844,77.086
398,house,independent,sector 12,140.0,8702.0,166.0,2,2,1,2.0,Old Property,1.0,0,0,0,0,0,28.0,"28.4723° N, 77.0320° E",28.4723,77.032
399,house,independent,sector 43,335.0,26973.0,1237.4,1,1,0,1.0,Old Property,0.0,0,0,0,0,0,19.0,"28.4629° N, 77.0772° E",28.4629,77.0772
400,house,independent,sector 50,700.0,32407.0,2162.76,3,2,0,1.0,Moderately Old,2.0,0,0,0,0,0,145.0,"28.4178° N, 77.0628° E",28.4178,77.0628
401,house,independent,sector 7,243.00000000000003,14890.0,345.0,4,4,2,3.0,Old Property,2.0,0,1,1,1,0,80.0,"28.4644° N, 77.0143° E",28.4644,77.0143
402,house,independent,sector 28,70.0,8101.0,864.0,2,2,0,2.0,Old Property,0.0,0,0,0,0,0,49.0,"28.4728° N, 77.0865° E",28.4728,77.0865
403,house,independent,sector 12,120.0,14184.0,846.0,2,4,2,2.0,Relatively New,2.0,0,0,1,0,0,49.0,"28.4723° N, 77.0320° E",28.4723,77.032
404,house,independent,sector 26,450.0,33333.0,1345.0,5,5,3+,2.0,Old Property,0.0,0,0,0,0,0,138.0,"28.4757° N, 77.1032° E",28.4757,77.1032
405,house,independent,sector 3,90.0,10000.0,3500.0,3,4,3,3.0,Moderately Old,0.0,0,0,0,0,1,145.0,"28.4909° N, 77.0176° E",28.4909,77.0176
406,house,not applicable,sector 4,65.0,13000.0,500.0,2,1,1,3.0,Moderately Old,2.0,0,0,0,0,0,138.0,"28.4738° N, 77.0107° E",28.4738,77.0107
407,house,independent,sector 24,1100.0,28898.0,5000.0,8,11,3+,3.0,Old Property,1.0,1,1,1,0,1,128.0,"28.4939° N, 77.1038° E",28.4939,77.1038
408,house,independent,sector 36,65.8,7168.0,823.0,2,2,3,4.0,New Property,2.0,0,0,0,0,0,160.0,"28.4160° N, 76.9914° E",28.416,76.9914
409,house,independent,sector 43,190.0,35185.0,60.0,3,3,3+,3.0,Old Property,2.0,0,0,0,0,0,160.0,"28.4629° N, 77.0772° E",28.4629,77.0772
410,house,independent,sector 11,250.0,17857.0,1850.0,5,4,3,1.0,Old Property,2.0,0,0,0,1,0,19.0,"28.4531° N, 77.0202° E",28.4531,77.0202
411,house,independent,sector 2,70.0,7777.0,900.0,1,1,0,1.0,Moderately Old,2.0,0,0,0,0,0,105.0,"28.5095° N, 77.0320° E",28.5095,77.032
412,house,independent,sector 12,170.0,8000.0,2000.0,5,5,3,3.0,Moderately Old,1.0,0,0,1,0,1,160.0,"28.4723° N, 77.0320° E",28.4723,77.032
413,house,independent,sector 105,990.0,49500.0,2000.0,2,2,2,3.0,Moderately Old,1.0,0,0,0,0,0,155.0,"28.4952° N, 77.0114° E",28.4952,77.0114
414,house,independent,sector 43,215.0,13030.0,1650.0,1,1,0,1.0,Moderately Old,2.0,0,0,0,0,0,160.0,"28.4629° N, 77.0772° E",28.4629,77.0772
415,house,independent,sector 24,260.0,24074.0,1076.0,4,4,3+,4.0,Relatively New,2.0,0,1,1,1,0,49.0,"28.4939° N, 77.1038° E",28.4939,77.1038
416,house,project mianwali colony,sector 12,200.0,14815.0,1350.0,5,5,2,3.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
417,house,independent,sector 24,350.0,32407.0,1076.0,2,4,3,3.0,Old Property,0.0,0,0,0,0,0,32.0,"28.4939° N, 77.1038° E",28.4939,77.1038
418,house,independent,sector 4,55.0,6813.0,75.0,2,1,1,1.0,Moderately Old,2.0,0,0,0,0,0,130.0,"28.4738° N, 77.0107° E",28.4738,77.0107
419,house,independent,sector 7,650.0,15046.0,4314.76,3,2,3+,2.0,Old Property,2.0,0,0,0,0,0,60.0,"28.4644° N, 77.0143° E",28.4644,77.0143
420,house,independent,sector 28,139.0,11583.0,1450.0,2,2,1,3.0,Old Property,1.0,0,0,0,1,0,102.0,"28.4728° N, 77.0865° E",28.4728,77.0865
421,house,independent,sector 12,70.0,6034.0,1160.0,3,3,0,1.0,Relatively New,1.0,0,0,0,0,0,152.0,"28.4723° N, 77.0320° E",28.4723,77.032
422,house,independent,sector 12,290.0,10740.0,2700.0,7,7,3,2.0,Old Property,1.0,0,0,0,0,0,97.0,"28.4723° N, 77.0320° E",28.4723,77.032
423,house,palam vihar extension west zone rwa,sector 2,40.0,4444.0,900.0,3,4,2,2.0,Moderately Old,2.0,0,0,0,0,0,22.0,"28.5095° N, 77.0320° E",28.5095,77.032
424,house,ss aaron ville,sector 49,675.0,19737.0,3421.68,5,4,2,2.0,Old Property,0.0,1,1,0,1,0,97.0,"28.4121° N, 77.0480° E",28.4121,77.048
425,house,independent,sector 7,27.0,12000.0,225.0,2,2,1,2.0,Moderately Old,0.0,0,0,0,0,0,21.0,"28.4644° N, 77.0143° E",28.4644,77.0143
426,house,independent,sector 26,810.0,35294.0,2291.88,5,5,2,4.0,Old Property,0.0,0,0,0,0,0,69.0,"28.4757° N, 77.1032° E",28.4757,77.1032
427,house,independent,sector 104,60.0,5128.0,130.0,4,3,1,2.0,Moderately Old,2.0,0,0,0,0,0,72.0,"28.4788° N, 76.9960° E",28.4788,76.996
428,house,palam vihar extension west zone rwa,sector 2,65.0,5777.0,1125.0,2,2,1,1.0,Moderately Old,0.0,0,0,0,1,0,40.0,"28.5095° N, 77.0320° E",28.5095,77.032
429,house,independent,sector 12,150.0,11111.0,150.0,5,5,2,3.0,Old Property,0.0,0,0,0,0,0,59.0,"28.4723° N, 77.0320° E",28.4723,77.032
