,property_type,society,sector,price_in_lacs,price_per_sqft_inrs,builtup,bedRoom,bathroom,balcony,floorNum,agePossession,furnish_type,servant_room,study room,pooja room,store_room,others,luxury_score,coordinates,latitude,longitude
430,house,dlf city plots phase 2,sector 25,1550.0,34307.0,4519.2,5,6,3+,3.0,Moderately Old,0.0,1,1,1,1,0,38.0,"28.4844° N, 77.0860° E",28.4844,77.086
431,house,dlf city plots phase 4,sector 28,954.0,29444.0,3238.76,6,5,3+,3.0,New Property,0.0,1,1,1,1,0,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
432,house,dlf city plots phase 2,sector 25,1055.0,39074.0,2700.76,5,6,3+,3.0,Moderately Old,0.0,1,1,1,1,0,160.0,"28.4844° N, 77.0860° E",28.4844,77.086
433,house,dlf city plots,sector 26,1730.0,38734.0,4519.2,6,7,3+,3.0,New Property,2.0,1,1,1,1,0,111.0,"28.4757° N, 77.1032° E",28.4757,77.1032
434,house,independent,sector 2,365.0,23442.0,1560.2,3,9,3+,3.0,New Property,2.0,1,0,1,0,0,49.0,"28.5095° N, 77.0320° E",28.5095,77.032
435,house,independent,sector 26,1890.0,41833.0,4519.2,6,8,2,3.0,Relatively New,2.0,1,1,1,1,0,72.0,"28.4757° N, 77.1032° E",28.4757,77.1032
436,house,independent,sector 41,900.0,27778.0,3238.76,8,5,3+,3.0,Old Property,0.0,1,0,1,1,0,153.0,"28.4557° N, 77.0632° E",28.4557,77.0632
437,house,nirvana cedar crest,sector 50,399.0,8866.0,4500.0,4,5,3+,4.0,New Property,2.0,1,0,1,0,0,160.0,"28.4178° N, 77.0628° E",28.4178,77.0628
438,house,dlf city plots phase 2,sector 25,650.0,36111.0,1796.92,5,5,3+,3.0,Old Property,0.0,1,1,1,1,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
439,house,malibu towne,sector 47,881.0,27191.0,3238.76,8,6,3+,3.0,Moderately Old,0.0,1,1,0,0,1,151.0,"28.4276° N, 77.0492° E",28.4276,77.0492
440,house,independent,sector 26,890.0,32963.0,2700.76,4,4,3+,2.0,Old Property,2.0,1,1,1,1,0,49.0,"28.4757° N, 77.1032° E",28.4757,77.1032
441,house,dlf city plots phase 2,sector 25,650.0,33592.0,1936.8,3,9,3+,3.0,Old Property,0.0,1,1,1,1,0,101.0,"28.4844° N, 77.0860° E",28.4844,77.086
442,house,independent,sector 23,290.0,11600.0,2500.0,4,4,3,2.0,Relatively New,2.0,1,0,0,0,0,36.0,"28.5121° N, 77.0478° E",28.5121,77.0478
443,house,independent,sector 41,1100.0,33951.0,3238.76,4,4,2,3.0,New Property,0.0,1,1,1,0,0,13.0,"28.4557° N, 77.0632° E",28.4557,77.0632
444,house,central park flower valley cerise floors,sector 33,135.0,11157.0,1210.0,2,2,2,4.0,New Property,2.0,0,1,0,0,0,151.0,"28.4420° N, 77.0207° E",28.442,77.0207
445,house,independent,sector 4,190.0,8444.0,211.0,4,3,2,2.0,Moderately Old,2.0,0,0,1,1,0,142.0,"28.4738° N, 77.0107° E",28.4738,77.0107
446,house,dlf city plots,sector 26,1900.0,42054.0,4519.2,6,6,3,2.0,Relatively New,0.0,1,1,0,0,0,51.0,"28.4757° N, 77.1032° E",28.4757,77.1032
447,house,independent,sector 25,730.0,1560.0,5800.0,3,9,2,3.0,Relatively New,2.0,1,0,0,1,0,49.0,"28.4844° N, 77.0860° E",28.4844,77.086
448,house,independent,sector 43,255.0,13178.0,1936.8,3,3,2,3.0,Relatively New,2.0,0,0,0,0,0,49.0,"28.4629° N, 77.0772° E",28.4629,77.0772
449,house,independent,sector 23,240.0,12000.0,2000.0,3,3,2,2.0,Moderately Old,2.0,0,0,1,1,0,54.0,"28.5121° N, 77.0478° E",28.5121,77.0478
450,house,independent,sector 55,460.0,21296.0,2162.76,3,3,3+,2.0,Old Property,2.0,1,0,1,1,0,153.0,"28.4281° N, 77.1100° E",28.4281,77.11
451,house,ansal api spanish court,sector 2,290.0,18626.0,1560.2,4,4,3,2.0,Relatively New,0.0,0,0,0,1,0,61.0,"28.5095° N, 77.0320° E",28.5095,77.032
452,house,independent,sector 43,2750.0,24366.0,11287.24,6,7,3+,3.0,Relatively New,1.0,1,1,1,0,1,123.0,"28.4629° N, 77.0772° E",28.4629,77.0772
453,house,independent,sector 57,831.0,24171.0,3432.44,5,6,3+,4.0,Old Property,2.0,1,1,1,1,0,160.0,"28.4232° N, 77.0752° E",28.4232,77.0752
454,house,independent,sector 57,621.0,23000.0,2700.76,6,6,3+,4.0,Old Property,0.0,1,1,1,1,0,68.0,"28.4232° N, 77.0752° E",28.4232,77.0752
455,house,independent,sector 45,735.0,29697.0,2474.8,6,4,3+,3.0,Old Property,1.0,1,1,1,1,0,49.0,"28.4466° N, 77.0660° E",28.4466,77.066
456,house,dlf city plots phase 2,sector 25,450.0,33333.0,1345.0,5,3,2,3.0,Old Property,1.0,0,0,1,1,0,49.0,"28.4844° N, 77.0860° E",28.4844,77.086
457,house,independent,sector 25,650.0,36111.0,1796.92,4,3,3,3.0,Moderately Old,2.0,0,1,1,0,0,103.0,"28.4844° N, 77.0860° E",28.4844,77.086
458,house,dlf city plots phase 2,sector 25,750.0,31686.0,1936.8,2,9,3+,4.0,Relatively New,2.0,1,1,1,0,0,74.0,"28.4844° N, 77.0860° E",28.4844,77.086
459,house,independent,sector 25,435.0,32222.0,1345.0,5,4,3,3.0,Old Property,0.0,1,0,0,0,0,153.0,"28.4844° N, 77.0860° E",28.4844,77.086
460,house,ansals palam vihar,sector 2,275.0,17662.0,1560.2,3,3,3,2.0,Moderately Old,2.0,0,1,1,0,0,145.0,"28.5095° N, 77.0320° E",28.5095,77.032
461,house,dlf city plots,sector 26,1800.0,39841.0,4519.2,6,6,2,3.0,Old Property,0.0,1,0,1,0,1,21.0,"28.4757° N, 77.1032° E",28.4757,77.1032
462,house,dlf city plots,sector 26,1700.0,37627.0,4519.2,5,6,3,2.0,Old Property,2.0,1,0,1,1,0,27.0,"28.4757° N, 77.1032° E",28.4757,77.1032
463,house,dlf city plots,sector 26,1350.0,29880.0,4519.2,5,5,3,2.0,Old Property,0.0,1,1,1,1,0,153.0,"28.4757° N, 77.1032° E",28.4757,77.1032
464,house,independent,sector 50,1055.0,32562.0,3238.76,5,5,3,2.0,Moderately Old,2.0,1,1,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
465,house,independent,sector 24,525.0,38889.0,1463.36,4,4,3+,2.0,Relatively New,0.0,1,0,1,0,0,91.0,"28.4939° N, 77.1038° E",28.4939,77.1038
466,house,independent,sector 4,46.75,10601.0,50.0,2,2,1,2.0,New Property,2.0,0,1,0,0,0,49.0,"28.4738° N, 77.0107° E",28.4738,77.0107
467,house,unitech espace,sector 50,1045.0,32253.0,3238.76,5,7,3+,3.0,Moderately Old,1.0,1,1,1,0,1,72.0,"28.4178° N, 77.0628° E",28.4178,77.0628
468,house,independent,sector 2,295.0,15989.0,1839.96,4,4,3+,2.0,Old Property,2.0,0,0,0,0,0,56.0,"28.5095° N, 77.0320° E",28.5095,77.032
469,house,independent,sector 2,300.0,19268.0,1560.2,6,4,3+,3.0,Old Property,2.0,0,0,0,0,0,30.0,"28.5095° N, 77.0320° E",28.5095,77.032
470,house,independent,sector 2,115.0,19360.0,66.0,3,3,2,2.0,Old Property,2.0,0,0,0,0,0,126.0,"28.5095° N, 77.0320° E",28.5095,77.032
471,house,dlf city plots,sector 26,1350.0,29880.0,4519.2,5,5,2,2.0,Moderately Old,2.0,1,1,0,0,1,40.0,"28.4757° N, 77.1032° E",28.4757,77.1032
472,house,nul,sector 25,1500.0,23437.0,6400.0,5,5,3,2.0,Moderately Old,2.0,1,1,1,0,0,40.0,"28.4844° N, 77.0860° E",28.4844,77.086
473,house,independent,sector 43,550.0,2716.0,2850.0,3,7,3+,3.0,Moderately Old,2.0,1,1,1,0,1,33.0,"28.4629° N, 77.0772° E",28.4629,77.0772
474,house,independent,sector 26,1800.0,39841.0,4519.2,5,4,3+,4.0,Moderately Old,2.0,1,1,1,1,0,33.0,"28.4757° N, 77.1032° E",28.4757,77.1032
475,house,independent,sector 26,580.0,32222.0,1796.92,4,3,2,2.0,Relatively New,0.0,0,0,0,1,0,76.0,"28.4757° N, 77.1032° E",28.4757,77.1032
476,house,dlf floors phase 3,sector 24,351.0,12342.0,2840.64,4,4,3,4.0,Under Construction,0.0,1,1,1,1,0,110.0,"28.4939° N, 77.1038° E",28.4939,77.1038
477,house,unitech espace,sector 50,1030.0,31790.0,3238.76,5,6,3+,3.0,Moderately Old,0.0,1,1,1,1,0,34.0,"28.4178° N, 77.0628° E",28.4178,77.0628
478,house,independent,sector 41,725.0,29293.0,2474.8,9,8,3,4.0,Old Property,2.0,1,0,0,0,0,77.0,"28.4557° N, 77.0632° E",28.4557,77.0632
479,house,independent,sector 23,400.0,16004.0,2431.76,3,3,2,2.0,Moderately Old,2.0,1,0,0,0,0,71.0,"28.5121° N, 77.0478° E",28.5121,77.0478
480,house,dlf city plots,sector 26,1250.0,38580.0,3238.76,4,5,2,2.0,Moderately Old,0.0,1,1,0,0,0,49.0,"28.4757° N, 77.1032° E",28.4757,77.1032
481,house,independent,sector 26,1600.0,35556.0,4497.68,5,6,3,2.0,Old Property,1.0,0,0,0,0,0,29.0,"28.4757° N, 77.1032° E",28.4757,77.1032
482,house,independent,sector 26,1250.0,38580.0,3238.76,5,5,3+,2.0,Old Property,2.0,1,1,1,1,0,103.0,"28.4757° N, 77.1032° E",28.4757,77.1032
483,house,independent,sector 45,1600.0,35000.0,4497.68,6,7,3+,3.0,Relatively New,2.0,1,1,1,1,0,148.0,"28.4466° N, 77.0660° E",28.4466,77.066
484,house,independent,sector 45,1000.0,30864.0,3238.76,6,6,3+,4.0,Moderately Old,2.0,1,1,1,1,0,71.0,"28.4466° N, 77.0660° E",28.4466,77.066
485,house,independent,sector 26,675.0,27778.0,2431.76,3,3,3,2.0,Moderately Old,2.0,0,0,0,0,0,30.0,"28.4757° N, 77.1032° E",28.4757,77.1032
486,house,independent,sector 2,250.0,16056.0,173.0,4,4,2,4.0,Old Property,2.0,0,0,0,0,0,13.0,"28.5095° N, 77.0320° E",28.5095,77.032
487,house,independent,sector 26,1840.0,1859.0,12220.0,6,8,3+,4.0,Relatively New,0.0,1,0,1,1,0,61.0,"28.4757° N, 77.1032° E",28.4757,77.1032
488,house,ansal sushant residency,sector 57,460.0,17037.0,2700.76,6,6,3,3.0,Old Property,0.0,1,1,1,1,0,24.0,"28.4232° N, 77.0752° E",28.4232,77.0752
489,house,ansals florence villa,sector 57,365.0,10579.0,3450.0,6,6,2,3.0,Moderately Old,2.0,1,1,1,1,0,124.0,"28.4232° N, 77.0752° E",28.4232,77.0752
490,house,independent,sector 28,1200.0,42194.0,2840.64,4,5,3+,4.0,Relatively New,2.0,1,0,1,1,0,114.0,"28.4728° N, 77.0865° E",28.4728,77.0865
491,house,independent,sector 49,450.0,15625.0,2883.68,8,8,3,3.0,Moderately Old,1.0,1,1,1,1,0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
492,house,uppal southend,sector 49,440.00000000000006,15278.0,2883.68,6,6,3,3.0,Moderately Old,2.0,1,1,1,1,0,160.0,"28.4121° N, 77.0480° E",28.4121,77.048
493,house,independent,sector 47,99.0,17187.0,64.0,1,4,3,4.0,Relatively New,2.0,0,0,0,0,0,6.0,"28.4276° N, 77.0492° E",28.4276,77.0492
494,house,independent,sector 26,2000.0,44444.0,4497.68,5,7,3+,3.0,Relatively New,2.0,1,0,1,0,0,29.0,"28.4757° N, 77.1032° E",28.4757,77.1032
495,house,dlf south city 1,sector 41,265.0,18928.0,2162.76,3,3,3,4.0,New Property,2.0,1,0,0,0,0,58.0,"28.4557° N, 77.0632° E",28.4557,77.0632
496,house,independent,sector 2,600.0,24691.0,2431.76,5,6,3+,3.0,Old Property,2.0,0,1,1,0,1,106.0,"28.5095° N, 77.0320° E",28.5095,77.032
497,house,unitech espace,sector 50,1129.0,34846.0,3238.76,5,5,3+,2.0,Moderately Old,2.0,0,1,1,0,0,26.0,"28.4178° N, 77.0628° E",28.4178,77.0628
498,house,independent,sector 43,849.0,31444.0,2700.76,3,3,2,4.0,Relatively New,0.0,1,0,1,0,0,35.0,"28.4629° N, 77.0772° E",28.4629,77.0772
499,house,independent,sector 2,1950.0,27083.0,7198.44,8,9,3+,2.0,New Property,2.0,1,1,1,0,0,106.0,"28.5095° N, 77.0320° E",28.5095,77.032
500,house,independent,sector 25,431.0,31926.0,1345.0,5,4,3,3.0,Old Property,2.0,0,0,0,0,0,145.0,"28.4844° N, 77.0860° E",28.4844,77.086
501,house,ansal sushant lok,sector 43,1050.0,27911.0,3766.0,4,4,2,2.0,Old Property,1.0,1,0,0,0,0,29.0,"28.4629° N, 77.0772° E",28.4629,77.0772
502,house,independent,sector 25,1050.0,29022.0,3615.36,5,5,3,3.0,Moderately Old,2.0,1,1,1,0,0,21.0,"28.4844° N, 77.0860° E",28.4844,77.086
503,house,independent,sector 50,1158.0,35741.0,3238.76,5,5,3,2.0,Moderately Old,0.0,1,0,0,0,0,27.0,"28.4178° N, 77.0628° E",28.4178,77.0628
504,house,ansals palam vihar,sector 2,400.0,16666.0,2400.0,4,4,3+,2.0,Moderately Old,2.0,1,0,0,0,0,27.0,"28.5095° N, 77.0320° E",28.5095,77.032
505,house,unitech aspen greens,sector 50,680.0,31481.0,2162.76,4,5,3,3.0,Old Property,0.0,1,1,0,0,0,21.0,"28.4178° N, 77.0628° E",28.4178,77.0628
506,house,sushant lok 1 builder floors,sector 43,1085.0,28841.0,3766.0,8,8,3,3.0,Moderately Old,2.0,1,1,1,1,0,28.0,"28.4629° N, 77.0772° E",28.4629,77.0772
507,house,ansals florence villa,sector 57,600.0,22222.0,2700.76,4,5,2,2.0,Old Property,2.0,1,0,1,0,0,145.0,"28.4232° N, 77.0752° E",28.4232,77.0752
508,house,independent,sector 57,725.0,26852.0,2700.76,9,9,3+,2.0,New Property,0.0,1,0,1,0,1,25.0,"28.4232° N, 77.0752° E",28.4232,77.0752
509,house,independent,sector 43,1550.0,28233.0,5487.599999999999,5,6,3,3.0,Moderately Old,2.0,1,1,1,1,0,94.0,"28.4629° N, 77.0772° E",28.4629,77.0772
510,house,independent,sector 28,1125.0,34722.0,3238.76,9,9,3+,2.0,Moderately Old,2.0,1,0,1,1,0,40.0,"28.4728° N, 77.0865° E",28.4728,77.0865
511,house,ansals florence villa,sector 57,330.0,19820.0,1667.8,4,3,3+,2.0,Moderately Old,0.0,1,1,1,1,0,84.0,"28.4232° N, 77.0752° E",28.4232,77.0752
512,house,independent,sector 43,850.0,31481.0,2700.76,5,5,3,3.0,Moderately Old,2.0,1,0,0,0,0,110.0,"28.4629° N, 77.0772° E",28.4629,77.0772
513,house,independent,sector 45,850.0,26235.0,3238.76,5,4,2,1.0,Moderately Old,0.0,1,0,1,0,0,81.0,"28.4466° N, 77.0660° E",28.4466,77.066
514,house,unitech nirvana birch court,sector 50,1195.0,36883.0,3238.76,3,3,2,1.0,Moderately Old,0.0,1,1,0,0,0,80.0,"28.4178° N, 77.0628° E",28.4178,77.0628
515,house,unitech aspen greens,sector 50,1200.0,37037.0,3238.76,3,4,2,1.0,Moderately Old,0.0,1,1,0,0,0,41.0,"28.4178° N, 77.0628° E",28.4178,77.0628
516,house,ansal sushant lok plots,sector 43,1150.0,17692.0,9000.0,7,8,3+,3.0,Old Property,0.0,1,0,1,1,0,58.0,"28.4629° N, 77.0772° E",28.4629,77.0772
517,house,independent,sector 26,1500.0,33333.0,4500.0,4,4,3,3.0,Moderately Old,2.0,1,0,0,1,0,59.0,"28.4757° N, 77.1032° E",28.4757,77.1032
518,house,independent,sector 57,349.0,20197.0,1732.36,4,4,2,3.0,Moderately Old,2.0,1,1,1,0,0,57.0,"28.4232° N, 77.0752° E",28.4232,77.0752
519,house,independent,sector 55,164.0,10123.0,180.0,3,3,2,4.0,New Property,2.0,1,1,0,0,0,81.0,"28.4281° N, 77.1100° E",28.4281,77.11
520,house,unitech palms south city 1,sector 41,925.0,28549.0,5000.0,9,9,3+,4.0,Moderately Old,2.0,1,1,1,1,0,73.0,"28.4557° N, 77.0632° E",28.4557,77.0632
521,house,independent,sector 28,840.0,34568.0,2431.76,4,4,3+,2.0,Relatively New,0.0,1,0,1,1,0,69.0,"28.4728° N, 77.0865° E",28.4728,77.0865
522,house,independent,sector 26,2300.0,25556.0,8995.36,4,4,3+,2.0,Relatively New,0.0,1,1,1,1,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
523,house,independent,sector 25,650.0,36111.0,1796.92,4,4,3+,2.0,Moderately Old,0.0,1,1,1,1,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
524,house,sushant lok 1 builder floors,sector 43,245.00000000000003,7756.0,540.0,1,4,3+,3.0,Moderately Old,0.0,1,1,1,0,1,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
525,house,independent,sector 23,550.0,21825.0,2517.84,8,8,2,3.0,Moderately Old,0.0,1,1,1,0,0,0.0,"28.5121° N, 77.0478° E",28.5121,77.0478
526,house,independent,sector 54,351.0,12342.0,2840.64,4,4,3,4.0,New Property,0.0,1,0,0,0,0,0.0,"28.4348° N, 77.1089° E",28.4348,77.1089
527,house,independent,sector 43,785.0,29074.0,2700.76,9,9,3+,3.0,Relatively New,0.0,1,1,1,0,1,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
528,house,independent,sector 26,1350.0,29880.0,4519.2,5,5,3+,2.0,Relatively New,0.0,1,1,1,0,1,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
529,house,independent,sector 26,1900.0,42222.0,4497.68,6,8,3+,3.0,Moderately Old,0.0,1,1,1,1,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
530,house,independent,sector 57,350.0,21605.0,1624.76,4,4,3+,3.0,Old Property,0.0,0,0,0,1,0,0.0,"28.4232° N, 77.0752° E",28.4232,77.0752
531,house,dlf city plots,sector 26,1600.0,37778.0,4497.68,4,4,3,1.0,Relatively New,0.0,0,1,1,1,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
532,house,ansals palam vihar,sector 2,268.0,17213.0,1560.2,4,3,2,3.0,Moderately Old,0.0,0,0,0,1,0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
533,house,independent,sector 43,985.0,29638.0,3766.0,5,5,2,3.0,Old Property,0.0,1,1,1,0,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
534,house,sushant lok 1 builder floors,sector 43,1300.0,48148.0,2700.76,3,3,3+,4.0,New Property,0.0,0,0,1,0,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
535,house,unitech espace,sector 50,980.0,30247.0,3238.76,4,4,3,2.0,Moderately Old,0.0,1,0,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
536,house,independent,sector 2,495.0,20370.0,2431.76,6,5,3+,3.0,Relatively New,0.0,1,0,0,0,0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
537,house,independent,sector 2,499.0,18889.0,2431.76,4,4,3+,3.0,Moderately Old,0.0,1,0,1,1,0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
538,house,independent,sector 43,950.0,42222.0,2722.28,5,5,3+,2.0,Relatively New,0.0,1,0,1,0,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
539,house,ansals palam vihar,sector 2,900.0,19231.0,4680.599999999999,5,5,2,2.0,Old Property,0.0,1,1,1,1,0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
540,house,independent,sector 57,360.0,20833.0,1732.36,4,4,2,2.0,Old Property,0.0,1,1,1,1,0,0.0,"28.4232° N, 77.0752° E",28.4232,77.0752
541,house,independent,sector 26,900.0,33333.0,2700.76,5,5,2,3.0,Old Property,0.0,1,1,1,1,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
542,house,independent,sector 43,530.0,27390.0,1936.8,3,9,3+,3.0,Moderately Old,0.0,1,0,0,0,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
543,house,sushant lok 1 builder floors,sector 43,625.0,30728.0,2033.64,7,7,3+,3.0,Moderately Old,0.0,1,1,0,1,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
544,house,dlf city plots phase 2,sector 25,630.0,35000.0,1796.92,4,4,3+,2.0,Old Property,0.0,1,0,0,1,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
545,house,independent,sector 28,1175.0,41315.0,2840.64,4,5,3+,4.0,Relatively New,0.0,1,1,0,1,0,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
546,house,central park flower valley,sector 33,115.0,9349.0,1400.0,2,2,3,2.0,Relatively New,0.0,0,1,0,0,0,0.0,"28.4420° N, 77.0207° E",28.442,77.0207
547,house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,3150.0,35000.0,8995.36,7,9,3+,3.0,Moderately Old,0.0,1,1,1,1,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
548,house,independent,sector 26,1700.0,37627.0,4519.2,5,5,3+,2.0,Relatively New,0.0,1,1,1,1,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
549,house,sushant lok 1 builder floors,sector 43,165.0,30556.0,540.0,1,4,3+,4.0,Moderately Old,0.0,0,0,0,0,1,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
550,house,the laburnum,sector 43,1100.0,27160.0,4045.76,5,6,3+,3.0,New Property,0.0,1,0,1,0,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
551,house,independent,sector 25,1100.0,35530.0,3098.88,5,5,3+,2.0,Relatively New,0.0,1,1,1,1,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
552,house,independent,sector 26,450.0,33333.0,1345.0,3,3,2,2.0,Old Property,0.0,0,0,1,0,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
553,house,independent,sector 43,525.0,27132.0,1936.8,4,4,2,2.0,Old Property,0.0,1,1,0,0,0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
554,house,independent,sector 24,650.0,22855.0,2840.64,4,4,2,2.0,Old Property,0.0,0,0,1,0,0,0.0,"28.4939° N, 77.1038° E",28.4939,77.1038
555,house,unitech espace,sector 50,1100.0,40741.0,3238.76,4,4,3+,2.0,Moderately Old,0.0,1,0,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
556,house,unitech espace,sector 50,750.0,34722.0,2162.76,3,3,2,2.0,Moderately Old,0.0,1,0,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
557,house,independent,sector 25,990.0,29333.0,3378.64,5,5,2,2.0,Moderately Old,0.0,0,0,1,0,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
558,house,uppal southend,sector 49,675.0,32328.0,2087.44,4,4,3,3.0,Relatively New,0.0,1,0,0,0,0,0.0,"28.4121° N, 77.0480° E",28.4121,77.048
559,house,uppal southend,sector 49,375.0,25562.0,1463.36,2,6,3+,3.0,Moderately Old,0.0,0,1,0,0,0,0.0,"28.4121° N, 77.0480° E",28.4121,77.048
560,house,ss aaron ville,sector 49,675.0,15000.0,4500.0,5,4,2,2.0,New Property,0.0,0,0,0,0,1,0.0,"28.4121° N, 77.0480° E",28.4121,77.048
561,house,independent,sector 25,1000.0,37037.0,9500.0,5,5,3+,3.0,Moderately Old,0.0,1,0,1,0,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
562,house,independent,sector 28,1050.0,32407.0,3238.76,5,6,3+,3.0,New Property,0.0,1,1,1,0,0,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
563,house,unitech aspen greens,sector 50,700.0,32407.0,2162.76,4,4,2,2.0,Old Property,0.0,1,0,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
564,house,ss aaron ville,sector 49,650.0,18808.0,3453.96,5,5,2,2.0,Relatively New,0.0,1,1,1,0,0,0.0,"28.4121° N, 77.0480° E",28.4121,77.048
565,house,unitech nirvana birch court,sector 50,680.0,31481.0,2162.76,4,4,3+,2.0,Old Property,0.0,1,1,1,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
566,house,independent,sector 26,445.0,35185.0,1345.0,4,4,3,3.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
567,house,nirvana cedar crest,sector 50,710.0,32870.0,2162.76,5,4,3,2.0,Moderately Old,0.0,0,1,1,1,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
568,house,nul,sector 25,950.0,33404.0,2840.64,9,9,3+,3.0,Old Property,0.0,0,0,0,0,1,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
569,house,independent,sector 26,400.0,29630.0,1345.0,4,4,3,2.0,Old Property,0.0,0,0,0,1,0,0.0,"28.4757° N, 77.1032° E",28.4757,77.1032
570,house,unitech espace,sector 50,745.0,34491.0,4500.0,4,4,3,3.0,Old Property,0.0,1,0,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
571,house,unitech espace,sector 50,742.0,34351.0,3200.0,4,4,3,2.0,Old Property,0.0,0,0,0,0,0,0.0,"28.4178° N, 77.0628° E",28.4178,77.0628
572,house,independent,sector 55,310.0,20026.0,1549.44,5,4,3+,2.0,Moderately Old,0.0,1,0,0,1,0,0.0,"28.4281° N, 77.1100° E",28.4281,77.11
573,house,independent,sector 57,475.0,28787.0,1603.24,3,3,3,2.0,Moderately Old,0.0,0,0,0,1,0,0.0,"28.4232° N, 77.0752° E",28.4232,77.0752
574,house,dlf city plots phase 2,sector 25,425.0,31481.0,1345.0,3,2,3,2.0,Old Property,0.0,0,1,0,0,0,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
